 Produção Ambulatorial do SUS - Brasil - por local de residência
Valor apresentado por Município e Ano/mês atendimento
Período:2008-2010
"Município";"2008/Jan";"2008/Fev";"2008/Mar";"2008/Abr";"2008/Mai";"2008/Jun";"2008/Jul";"2008/Ago";"2008/Set";"2008/Out";"2008/Nov";"2008/Dez";"2009/Jan";"2009/Fev";"2009/Mar";"2009/Abr";"2009/Mai";"2009/Jun";"2009/Jul";"2009/Ago";"2009/Set";"2009/Out";"2009/Nov";"2009/Dez";"2010/Jan";"2010/Fev";"2010/Mar";"2010/Abr";"2010/Mai";"2010/Jun";"2010/Jul";"2010/Ago";"2010/Set";"2010/Out";"2010/Nov";"2010/Dez";"Total"
"316255 São João do Manhuaçu";14105,84;14762,57;13456,45;12586,01;15166,08;13457,07;14529,74;20683,20;21711,45;22450,84;19643,38;23244,29;22754,22;21215,58;23007,86;20154,35;18711,98;20950,50;19212,60;15907,94;13026,18;20038,40;20062,24;15215,47;22128,13;20035,99;18147,78;20648,05;21756,69;20167,60;29586,76;32882,20;32313,71;30120,81;31181,94;29581,35;744605,25
"316257 São João do Manteninha";3031,87;3264,49;3015,28;3210,36;3217,97;2614,68;2903,60;5163,50;5116,56;5317,52;6741,48;4661,64;4328,97;4247,45;5548,95;3341,29;3701,82;4783,44;6313,61;5048,08;4041,24;3010,98;7834,34;5772,92;7007,32;7917,93;11340,57;8726,04;10302,36;11459,30;9939,24;7888,34;7552,59;7063,10;6124,74;10606,82;212160,39
"316260 São João do Oriente";14613,08;10752,48;12501,38;14221,19;14356,52;11059,83;10685,79;9332,40;8657,62;8565,50;8555,82;9899,66;12765,87;14308,17;13669,80;15710,00;13977,59;14983,75;15985,10;13263,46;13322,91;15474,62;11222,27;15809,72;14584,66;13955,30;15423,17;12371,77;12649,40;16612,17;18456,80;15364,40;9365,54;12353,83;12189,64;12383,55;469404,76
"316265 São João do Pacuí";5155,23;6082,98;6764,27;6392,79;7315,99;6832,12;6943,05;7402,37;11708,95;9762,30;7036,80;6472,52;5548,18;7945,10;6526,38;5920,95;5491,94;7881,28;10089,11;8323,17;7245,26;8715,09;5235,05;7047,48;7372,82;5854,37;7119,95;6804,39;7080,98;6429,27;6541,77;9226,61;11890,45;8032,87;7970,01;10823,75;268985,60
"316270 São João do Paraíso";18525,01;19567,12;22875,47;27117,69;25656,97;22964,08;22440,33;22543,04;22325,37;22759,29;20159,68;21693,35;19271,45;21220,80;21153,16;26335,22;32175,47;31108,11;30671,33;37994,90;44291,12;38913,22;33928,06;39536,34;38105,73;40354,48;48415,53;36379,34;33197,89;34830,00;32214,84;31654,25;32391,62;36920,30;35038,05;37841,26;1082569,87
"316280 São João Evangelista";17987,30;20108,21;23471,89;21802,50;20880,66;20341,69;15980,16;17480,70;16982,62;21303,44;15789,70;21890,79;20606,18;20249,59;16304,28;17293,64;16949,55;13111,96;17297,76;16907,14;20304,98;14886,84;22694,05;15086,00;17014,01;13459,72;22751,03;18969,29;14178,48;21264,44;15951,26;17605,15;14582,81;12589,24;18265,11;19197,31;651539,48
"316290 São João Nepomuceno";81668,39;66992,51;72496,91;83025,12;91547,84;81423,21;90939,16;91673,65;89807,60;80751,37;98607,11;105757,91;112781,60;96689,58;108691,32;109973,42;106760,29;108042,45;107507,29;107536,24;108020,68;128999,81;115581,31;106311,77;119006,99;110389,38;117452,84;109727,78;118955,01;103382,94;94402,76;104863,99;108905,46;101358,34;103663,77;113585,34;3657281,14
"316292 São Joaquim de Bicas";38355,54;29765,00;31387,89;34196,51;33510,45;34384,32;31811,65;30805,04;31196,78;31323,33;33827,20;34766,46;33733,08;25605,44;33062,48;33980,47;41250,14;33867,61;38037,29;35523,25;43900,02;44966,67;42216,95;35321,71;50462,26;35596,27;50903,71;41478,19;43259,54;41608,20;48120,61;49702,34;50362,54;81691,84;76411,63;84228,38;1490620,79
"316294 São José da Barra";22472,66;23540,07;21878,76;22905,54;21788,35;17612,63;19710,73;19068,76;21880,69;20607,92;20469,02;19538,89;17105,00;19376,68;26923,35;29340,42;26838,73;28312,47;26658,46;31737,85;30478,43;33729,27;28946,28;25940,84;27142,14;21477,06;28921,31;29583,80;31574,20;32160,56;32999,18;28503,91;33804,35;29755,21;31938,02;30980,67;935702,21
"316295 São José da Lapa";49350,45;42353,67;40680,64;45041,13;47355,79;50640,42;45702,81;41207,19;45771,98;40903,34;38300,43;43113,39;40586,13;36129,47;41211,47;41782,89;44245,17;51224,97;53051,42;52137,04;52816,97;53669,40;48044,14;50952,83;49540,36;37182,96;61377,03;57041,01;57304,09;53534,04;54988,55;38939,26;46746,44;42005,41;55796,37;50851,53;1701580,19
"316300 São José da Safira";3286,25;3699,04;4366,88;4279,21;2474,79;2976,42;1615,87;1525,91;985,89;1247,59;1067,61;749,79;1792,12;1919,54;1152,74;1808,95;2660,08;747,19;1458,76;2941,63;475,14;1275,14;1584,16;1290,84;2129,62;1020,84;6150,50;510,97;391,98;894,09;1012,69;788,63;3444,31;1777,65;299,20;818,99;66621,01
"316310 São José da Varginha";9066,01;8125,48;6965,48;11594,83;11133,80;9664,79;8905,70;8656,48;8539,56;10683,74;8515,30;11825,11;11298,33;12319,02;11707,78;12143,87;13469,28;12781,92;13741,48;12358,15;13275,93;15188,06;15643,15;18242,26;12865,31;15830,70;19754,13;18535,14;16851,69;17101,21;14440,12;16388,11;16890,79;15550,08;16070,25;17394,47;473517,51
"316320 São José do Alegre";4650,01;4867,38;6727,83;7263,65;5459,65;4711,60;4424,70;4871,20;4199,13;9299,14;9037,90;5227,20;8522,92;11363,93;12188,94;9316,59;11738,11;7192,89;5606,13;8238,87;8632,84;8675,31;5961,04;7719,38;5607,55;5690,80;6846,66;6042,55;5044,56;4559,23;7784,20;9308,76;37012,17;25764,02;15080,07;11549,93;316186,84
"316330 São José do Divino";1477,09;1903,42;2595,94;3532,30;2534,39;1594,28;4637,05;4471,03;2787,12;2800,46;1885,58;4248,86;4763,39;6963,26;6940,62;5132,07;6584,44;6339,45;11535,68;9183,68;3446,42;5529,55;7333,65;4055,22;7760,39;7264,34;6209,36;8113,08;8608,53;9489,68;10173,58;18286,50;6155,87;4939,39;5013,47;5660,16;209949,30
"316340 São José do Goiabal";13086,35;11014,10;12813,09;12485,70;10295,60;11550,53;13029,62;11957,71;14252,34;13201,66;11912,82;12809,73;11667,08;11133,25;13072,79;13426,21;15192,18;14484,92;16315,57;12883,75;14566,00;12773,57;16146,03;15630,53;18654,94;14871,51;13239,10;13717,12;17126,36;21374,23;12967,08;10214,67;14079,74;10281,50;18312,62;14376,77;494916,77
"316350 São José do Jacuri";3398,33;2997,96;1944,86;806,75;865,82;1506,04;1388,16;1564,79;1954,72;1605,41;1211,10;838,41;506,45;643,14;2679,72;2753,45;1577,62;1727,18;2381,89;2264,24;1917,13;1773,89;811,58;1625,15;772,30;3522,30;3024,75;3806,42;3506,43;3782,21;3711,38;3849,05;5020,03;5247,12;5177,13;4084,99;86247,90
"316360 São José do Mantimento";8710,55;9089,46;8451,21;8035,69;9754,27;7831,05;12055,60;8007,53;10379,30;11489,04;5959,07;5920,55;4782,58;4530,83;5626,86;4558,64;5712,03;5810,54;4803,81;5396,64;5120,40;3613,38;6169,65;4946,04;5364,30;4147,50;6644,78;8156,69;9471,30;8118,92;7094,25;7359,72;6606,49;5986,15;7441,07;7601,93;250747,82
"316370 São Lourenço";153652,07;148098,81;141722,30;168897,17;172143,54;154602,23;170350,57;205971,60;145871,46;186816,20;175122,83;189788,30;182853,45;178108,34;204833,98;210519,73;188404,95;208459,86;210331,99;231063,32;230524,12;231425,82;240200,49;407412,70;443656,62;271829,04;255229,27;259650,40;271855,80;260647,02;251474,26;238776,38;259442,26;261639,69;257621,30;293747,92;8062745,79
"316380 São Miguel do Anta";23785,63;26140,76;27593,99;17167,58;23114,49;15060,92;23531,33;25707,87;22980,79;21876,30;24375,23;21966,64;23910,02;20893,96;18569,04;17558,47;17130,30;17442,18;17984,15;17700,62;20464,68;18919,19;24483,09;22237,15;17784,62;20099,19;21293,85;17955,76;22325,59;17616,87;14426,73;22575,12;14835,82;23272,89;21535,54;25030,95;749347,31
"316390 São Pedro da União";6806,33;8228,50;9534,52;7416,94;9923,31;8340,25;11400,40;7873,03;13168,44;11836,21;6819,96;9171,66;7151,00;6316,69;5579,75;5563,79;4695,03;6489,99;10198,34;9807,48;8894,09;12073,44;10999,54;15943,34;21474,01;11336,05;12398,22;18616,05;15986,15;13447,82;22217,35;27331,73;20933,55;23641,25;18975,28;16822,02;437411,51
"316410 São Pedro do Suaçuí";3216,30;745,21;540,71;784,18;835,70;1177,10;924,77;415,18;349,94;603,37;4854,01;3670,66;4551,22;4279,22;4013,53;2881,96;3568,71;2573,02;5408,24;3457,53;5191,73;7354,94;1037,72;2367,01;2623,18;1470,08;5953,79;5526,03;3334,40;5424,65;6602,42;2616,65;3822,71;3190,21;4199,50;1505,28;111070,86
"316400 São Pedro dos Ferros";16093,16;23510,14;21227,45;19118,89;18959,80;17590,15;18473,29;19362,21;16548,96;18584,86;14466,98;14750,52;14182,80;13784,27;16422,07;13557,42;17991,71;13294,90;17354,87;14701,95;15712,86;16335,93;15378,31;16611,04;17281,33;14600,13;15641,78;15276,56;18195,00;21091,32;18003,46;16844,71;18317,69;17396,95;17023,55;17210,72;610897,74
"316420 São Romão";9172,68;8451,43;9124,31;10415,66;7038,57;6747,39;8648,72;7228,80;11091,68;10007,51;9610,37;8673,09;12354,44;7810,47;9151,40;7281,42;8124,76;7192,52;13083,34;8837,85;8642,34;11149,20;9772,68;14625,75;11357,29;11129,45;11502,75;9307,36;9826,97;7659,10;9062,85;9076,51;8838,13;11971,85;11940,16;10110,90;346019,70
"316430 São Roque de Minas";10326,63;15472,63;12973,86;12200,87;19395,72;24248,31;16250,87;25208,68;25627,54;31729,93;22957,90;20664,11;18592,86;18383,29;21395,37;21931,93;23485,21;23727,78;28434,87;28025,75;18320,03;22152,48;30500,76;26507,53;22017,95;26865,89;32164,88;15451,00;24686,33;19434,86;20043,79;20803,63;20091,38;26049,55;25009,06;25938,31;797071,54
"316440 São Sebastião da Bela Vista";6907,04;9875,88;11402,90;14681,04;11672,32;13130,89;13833,36;10296,47;9168,32;9697,20;7083,84;9253,41;9468,53;7174,48;7744,45;8741,35;7791,36;10648,28;8410,57;8867,46;5926,58;9737,82;11866,51;13431,58;17072,78;16965,06;17485,05;14388,79;13174,14;10899,41;13412,59;12127,01;11055,54;15924,04;10158,79;12189,30;401664,14
"316443 São Sebastião da Vargem Alegre";7044,91;4433,29;4494,62;4707,95;5484,70;6084,44;5717,19;6488,71;3112,12;6802,50;8300,83;8924,85;10699,17;12542,67;11588,13;14757,28;10060,95;9635,73;11811,52;12783,40;9816,19;11544,52;7724,25;10157,41;10317,13;8870,96;11165,87;9691,98;7591,16;7019,30;5637,59;4337,31;5189,35;4203,64;5845,55;9364,73;293951,90
"316447 São Sebastião do Anta";3126,78;2719,31;4213,28;5688,08;3535,05;4077,61;6106,70;5770,48;4409,47;3216,55;1701,38;2765,71;1768,23;5111,65;5110,49;6047,34;6328,03;5621,94;4518,53;3585,71;4603,59;3263,51;3648,22;5350,61;6148,12;8354,01;7904,90;5395,97;7667,51;11614,40;10955,29;12157,21;7957,39;7456,81;11175,10;3768,09;202843,05
"316450 São Sebastião do Maranhão";4303,35;1355,96;1369,83;2069,26;2532,46;784,78;825,22;462,93;2244,56;828,85;1050,53;874,08;1239,72;787,02;1409,55;3325,38;3911,95;3545,22;4249,78;3305,82;3017,09;1504,62;1534,58;2883,95;3520,27;4483,14;6402,64;4246,23;2170,40;3063,31;4815,68;2556,22;2893,00;2603,65;3407,82;1498,86;91077,71
"316460 São Sebastião do Oeste";14123,23;19724,61;15735,22;12700,14;12959,99;15778,04;14838,18;19165,76;17510,59;13766,59;16804,63;13829,31;14210,98;10245,73;14309,61;11862,06;10950,95;16823,78;15489,13;17677,05;17286,31;18292,46;15704,57;12699,60;14661,20;16398,58;12721,27;12053,68;18572,42;12609,76;15426,55;14598,49;13763,95;16884,58;19789,90;16414,25;546383,15
"316470 São Sebastião do Paraíso";343410,91;348185,05;304653,94;311242,37;291529,45;278915,70;317294,36;346386,00;371706,06;348507,88;335521,01;331545,38;348389,15;345856,78;379480,41;390241,05;376657,72;396945,41;419536,48;386340,32;413549,84;421651,33;441191,00;494402,64;401752,04;390209,42;416431,64;385436,21;444667,89;377994,75;371932,06;369313,59;399881,77;377985,30;387663,13;404948,34;13471356,38
"316480 São Sebastião do Rio Preto";782,81;688,29;409,53;359,04;757,77;239,78;1036,68;85,60;98,70;1226,47;935,85;2314,32;3138,80;1147,16;3577,73;318,51;268,53;212,44;313,25;574,27;182,04;1403,62;1671,77;77,32;503,75;487,96;844,86;990,94;635,51;1057,39;3601,15;1456,14;4753,76;33,20;66,50;146,08;36397,52
"316490 São Sebastião do Rio Verde";2783,97;2554,27;2522,85;2698,50;3526,51;2915,72;3855,10;7886,00;2989,43;2629,96;4217,46;4221,30;3444,53;4799,04;3414,50;2408,25;2465,67;2675,32;3110,69;2759,31;3109,17;6103,46;3277,90;2701,62;2994,08;3612,26;4236,47;6333,58;4195,44;5352,01;3383,37;7027,90;7032,39;10292,91;8263,85;6151,09;151945,88
"316520 São Thomé das Letras";11747,49;5119,97;6856,33;10498,43;4875,79;11909,13;15290,49;10635,65;12499,85;7372,10;12686,33;14062,35;14664,46;14185,12;16189,22;8701,20;16939,51;11294,53;20476,09;10825,87;10547,75;13135,48;14608,19;15619,82;16187,74;13605,73;14005,04;18956,76;12052,16;7819,13;12197,95;7890,89;15558,40;8547,53;7727,73;9594,78;434884,99
"316500 São Tiago";31979,89;20046,75;15604,56;12109,32;19847,16;17135,57;25526,03;17912,65;26018,78;19673,55;19625,23;20447,50;20240,22;19777,18;19257,43;24839,98;18799,94;17653,03;19299,27;22615,59;26605,95;20429,29;23233,85;23813,37;22540,98;24582,10;22153,16;22780,30;23594,11;34285,17;24563,21;21839,54;24039,39;23887,23;21829,18;21019,03;789605,49
"316510 São Tomás de Aquino";25717,28;33310,37;26318,75;28939,67;33008,88;27402,17;27151,28;29266,50;28369,61;30052,62;33621,93;29974,46;32371,11;26601,59;32339,44;31355,15;36498,95;25792,96;24335,15;28727,88;33952,71;44451,63;30207,96;27883,28;28094,33;40053,28;37758,96;44732,07;53746,98;46351,88;45765,60;48037,48;38071,97;43487,75;41417,62;40667,52;1235836,77
"316530 São Vicente de Minas";54046,69;44909,16;49780,57;55001,32;55701,98;57952,13;62082,00;59022,79;58544,12;54149,28;52120,01;56975,87;64092,52;56297,48;60561,04;58606,83;56418,26;62053,61;68446,51;60322,97;65254,39;63157,77;63351,96;66781,78;63128,23;61633,19;64133,12;62279,50;65868,45;85088,33;80067,48;87747,55;81674,52;86538,94;84189,88;81970,82;2309951,05
"316540 Sapucaí-Mirim";4902,54;5642,66;5756,76;5770,78;7439,21;8448,63;13006,94;38404,00;22459,32;30284,24;32892,39;33419,81;40964,84;40394,30;36371,58;35419,94;39139,05;38566,69;48251,36;42452,00;43487,09;40658,31;40607,60;39128,62;39375,57;34998,27;38648,51;37681,02;38371,93;37334,34;33385,07;36762,75;34069,17;35783,57;31369,71;35576,24;1127224,81
"316550 Sardoá";3012,51;3069,48;2615,98;4882,58;3526,01;4168,62;2693,27;1477,55;3789,42;4081,18;4224,72;4315,52;4060,30;2953,43;4769,77;4771,98;6351,01;9558,29;14578,89;7852,74;7503,64;6138,96;7865,94;8745,17;9005,78;9143,23;11860,92;11805,92;14170,81;11075,87;15764,47;8279,68;9118,86;6255,74;8190,85;5752,79;247431,88
"316553 Sarzedo";35184,07;31311,95;36712,81;38047,11;31982,17;37902,33;41623,14;43608,45;43768,75;50512,69;40870,36;43901,49;50816,39;44664,27;60598,10;46917,28;52118,63;60200,28;57490,71;60382,38;65165,54;63203,13;66419,63;63947,88;71165,08;52951,94;73457,36;67610,32;74585,41;69459,24;75303,10;71314,30;70843,20;74997,43;77903,83;73061,82;2020002,57
"316556 Sem-Peixe";4404,59;1630,94;2983,73;2314,99;1866,57;1926,11;3145,83;1814,52;4795,25;3957,28;4400,09;2494,21;2399,04;2082,37;2654,61;1580,15;2827,91;2731,03;4983,22;1240,92;4600,60;3206,88;2396,52;2454,01;5530,96;4004,70;4120,42;2873,44;8907,16;4475,84;6506,21;6821,23;5737,81;4737,23;5568,56;6045,70;134220,63
"316557 Senador Amaral";10209,66;4084,00;4763,26;4704,51;4281,19;4167,92;3035,79;6305,49;5798,73;6968,96;7956,73;8446,50;8645,61;7969,99;17641,47;11812,78;13502,37;17012,37;11012,16;14020,42;19693,95;12293,33;18216,37;11545,83;11647,61;14162,07;11444,11;10672,46;11134,28;5023,26;4105,94;7008,25;7642,90;6444,22;8133,22;15492,90;347000,61
"316560 Senador Cortes";1165,34;573,96;1108,79;1160,93;1481,09;134,85;175,94;195,21;3892,93;1936,09;1936,61;2205,99;3000,25;934,28;1981,82;1950,11;1339,85;2666,38;2992,41;5293,39;857,53;1201,08;2490,57;2279,18;2378,34;2468,75;1941,77;2210,91;1812,39;4284,06;2509,19;1179,64;1776,91;2503,47;2444,11;2917,43;71381,55
"316570 Senador Firmino";34132,36;35403,33;39123,53;39713,33;46039,28;44975,54;44071,16;49891,81;43272,39;44220,04;43610,54;42692,87;39954,12;45287,03;46348,44;44069,07;39650,07;43591,69;45972,37;45346,96;48676,23;45290,88;45992,36;43238,97;40171,85;41122,02;40978,91;44309,61;37827,61;38705,65;31422,02;30991,41;38026,29;37785,47;42143,52;30409,63;1494458,36
"316580 Senador José Bento";4568,01;4912,17;5205,18;6659,48;6300,58;11591,30;5915,00;5841,34;9869,67;7681,55;8624,88;14160,94;13258,71;9323,96;10149,79;8702,45;6899,35;6168,93;12446,03;7376,35;9867,25;5584,69;11693,84;10573,74;16020,48;11931,87;8484,13;15778,05;19654,94;9567,26;6812,32;7158,18;7764,52;6691,40;9997,83;12451,35;335687,52
"316590 Senador Modestino Gonçalves";4068,11;3651,98;3890,72;5236,41;5144,78;6066,20;10682,06;11592,33;11451,43;8048,84;8167,62;7469,68;9068,99;4820,18;7722,65;5735,04;4359,28;7835,76;7003,65;6013,64;8822,80;5870,22;4127,92;4691,39;4783,73;4187,35;7334,87;6057,59;6049,01;6214,67;8852,67;6766,82;9542,68;8014,61;6467,63;36042,48;271855,79
"316600 Senhora de Oliveira";3076,69;7941,34;4882,19;6817,82;8033,63;10211,35;13390,83;8728,31;10273,83;13890,09;12995,37;12974,18;12509,73;12579,35;11061,29;8804,88;6572,47;7171,57;14662,21;11738,22;11636,04;9116,25;7774,36;10559,23;10395,47;10005,97;9552,46;12270,62;19310,66;14237,15;11950,27;11694,28;14898,93;15513,30;11554,85;9499,35;388284,54
"316610 Senhora do Porto";3050,12;4687,37;4757,33;4583,82;4463,24;4178,15;4124,33;3389,38;5933,11;3242,37;3140,56;2960,16;2844,19;2504,16;2540,35;2745,45;3505,88;2776,42;3243,56;2756,19;3726,08;3647,53;3015,25;4176,96;8815,53;5639,24;5928,00;7396,13;8207,20;6256,83;4875,75;4542,22;6566,35;8030,48;7905,17;5622,44;165777,30
"316620 Senhora dos Remédios";25606,59;24107,05;23322,43;24075,37;23324,76;27001,56;29135,90;28039,41;32219,86;35742,12;35880,07;35599,86;32256,22;27825,98;34110,64;37067,78;37755,88;42298,87;38736,10;37065,59;37135,10;36396,22;37598,90;38058,09;34851,14;32368,04;33335,58;34143,33;39934,00;37248,36;38546,72;36206,81;34984,37;31863,86;32040,55;32559,87;1198442,98
"316630 Sericita";21535,18;18140,73;18437,96;16517,93;18770,20;14410,11;14969,88;13154,21;14348,54;11750,43;7090,58;7198,31;15913,63;17253,82;19511,24;21494,79;20114,86;16435,22;20201,67;22184,46;26280,25;19819,35;21758,77;21117,07;23427,04;25692,91;34360,07;23587,84;23203,24;18115,90;20451,49;22475,14;19728,45;23723,65;20658,98;18333,10;692167,00
"316640 Seritinga";8871,24;7852,03;9973,72;4873,41;7160,41;6609,09;6857,39;6295,81;2643,97;5963,28;6675,12;4456,27;2126,74;4736,02;5516,51;5908,54;5585,04;5379,11;7092,49;11101,76;7554,44;6350,26;5203,12;7627,54;6792,48;6843,16;8290,10;6709,85;10412,08;10539,81;4538,38;4695,59;7174,55;8373,39;6675,30;5679,47;239137,47
"316650 Serra Azul de Minas";679,59;33,00;607,04;786,83;1730,96;1054,81;478,75;311,48;1825,83;852,28;361,74;260,72;43,38;758,16;164,28;414,25;1410,20;2440,09;3103,07;1356,97;2235,77;2811,56;1762,54;2662,63;1629,10;2645,41;1622,48;2159,60;1552,18;2239,64;1709,32;3011,84;3091,90;1939,67;1400,21;1193,17;52340,45
"316660 Serra da Saudade";500,50;512,43;533,51;1151,29;1302,77;1210,80;1150,81;925,13;1063,03;570,43;714,63;1169,55;663,46;829,00;4298,98;763,83;1599,17;1298,55;1165,46;1487,19;1095,43;556,05;1084,86;1333,69;1117,12;1105,57;899,91;1133,17;1687,75;1154,15;2175,57;1348,78;2238,93;1427,83;2750,68;3808,25;47828,26
"316680 Serra do Salitre";7716,89;7146,04;10900,04;12692,98;11251,27;11828,14;17381,53;13898,29;12691,51;12164,30;8981,02;11188,47;11023,07;11947,76;9517,91;8648,60;10598,22;10358,07;8807,89;13507,53;7744,00;11111,86;9339,48;16804,94;14194,49;11475,59;19231,06;17647,63;16725,76;27025,12;18753,25;19533,10;16609,41;18541,26;16272,50;14713,99;477972,97
"316670 Serra dos Aimorés";6275,33;5178,57;5317,53;9259,08;6823,52;9564,49;14920,42;10596,92;11216,79;12655,53;8032,92;9267,39;12754,37;8992,75;13691,49;9212,46;10323,01;11633,67;10000,55;11231,62;11352,95;12006,20;12064,79;10375,32;10120,61;8988,73;11194,34;16169,74;9824,42;10186,46;10727,96;11737,91;12114,28;12395,65;14284,32;18898,54;389390,63
"316690 Serrania";11200,98;11888,20;10295,76;19726,80;18851,08;14728,20;17223,43;17237,69;21350,86;23947,11;31366,44;31834,61;27650,10;26276,59;25759,17;30147,39;30851,78;33632,51;38810,21;39233,98;39330,47;35257,59;39860,00;37308,55;38821,41;39417,49;39809,45;44466,65;45671,86;42108,74;40499,94;43692,95;43009,95;46322,40;45554,90;44936,52;1148081,76
"316695 Serranópolis de Minas";1825,47;1387,17;1793,15;2147,66;2266,54;4159,85;3223,72;3997,88;7410,49;6410,87;4820,32;5491,74;4792,18;4434,15;11232,88;6564,21;6787,12;7894,29;8970,81;5541,26;6334,53;7982,86;7878,33;9336,76;6253,24;6786,33;13226,87;6873,21;9897,18;9239,19;10928,42;10214,48;12418,94;11881,57;20347,36;16666,97;267418,00
"316700 Serranos";3307,96;2416,51;5109,46;3987,34;4837,67;3519,88;3831,13;3281,30;2566,07;3420,10;3981,67;3694,61;3528,39;4509,75;4409,72;4764,70;4710,23;5504,03;5370,53;5888,90;5759,05;4474,44;4253,21;4233,41;4143,14;5159,97;3133,12;3220,46;3571,19;4338,16;3657,37;3382,00;3726,37;4772,72;5744,16;7516,31;153725,03
"316710 Serro";28973,85;26203,81;34558,17;28965,22;30561,33;29251,96;28352,64;44306,85;38264,19;34378,62;35845,81;37273,46;45582,67;43415,30;37568,36;40824,84;39097,88;35931,62;44228,81;38296,97;35657,31;36356,99;28945,67;36270,95;41302,70;42632,88;47230,40;46596,63;46520,88;44745,18;40737,42;44148,85;41590,97;38953,40;40843,35;47590,92;1382006,86
"316720 Sete Lagoas";747288,70;756986,80;740223,16;760326,79;758078,14;751275,62;811785,64;809103,98;801960,10;816502,71;744085,61;785091,14;771049,77;729691,93;839466,03;828878,91;817369,03;856093,94;900596,17;909205,63;955901,16;939791,61;940693,88;883251,36;814773,55;764933,96;963846,52;917002,90;1007826,95;923135,62;847669,12;884616,64;933935,47;878903,14;994854,32;880232,32;30466428,32
"316555 Setubinha";6165,68;5216,87;5532,56;5115,69;5135,95;5604,49;5285,04;5483,41;7421,21;4571,59;1584,92;1747,50;4669,88;4000,13;3203,84;3510,05;7518,73;4774,70;6561,19;8135,75;8409,58;9819,53;7790,13;9984,74;12800,18;7960,21;12238,25;16191,86;14627,47;13743,08;11950,55;8075,44;11411,24;11199,65;13464,18;9516,23;280421,50
"316730 Silveirânia";9218,80;12732,33;13144,73;8434,87;9093,57;7786,40;9003,91;9290,35;12850,03;14517,99;12696,99;12379,00;12707,68;10961,47;11392,44;10136,49;10409,86;9092,45;10410,60;11846,36;13649,33;12445,89;14105,62;14465,87;9238,92;11492,81;10716,09;9730,65;12664,85;11294,70;10532,79;12313,61;13444,33;14311,49;13025,59;16429,55;417968,41
